# Client: PowClient
# Tasks: 10000
# Format: task_input | result

pow(3.395576, -0.054698) = 0.935320
pow(4.799816, -2.124322) = 0.035716
pow(-4.784765, 2.871408) = -nan
pow(3.166778, -2.450220) = 0.059344
pow(4.050563, -2.197158) = 0.046259
pow(4.530035, 0.160512) = 1.274418
pow(0.204681, -1.071279) = 5.470518
pow(3.335060, 1.170806) = 4.096880
pow(2.040308, 0.069543) = 1.050842
pow(1.641125, -0.098936) = 0.952170
pow(3.630089, 0.134728) = 1.189697
pow(3.946084, -0.402734) = 0.575312
pow(0.458611, -2.971785) = 10.141791
pow(-1.467185, -0.217385) = -nan
pow(-3.610541, -0.496496) = -nan
pow(-4.981472, -0.924477) = -nan
pow(4.039884, -0.399856) = 0.572189
pow(-0.267431, -0.227040) = -nan
pow(-1.014829, 2.113881) = -nan
pow(-3.947073, 2.497627) = -nan
pow(-2.596077, 2.876370) = -nan
pow(-3.250980, -0.157470) = -nan
pow(-0.114975, 1.306055) = -nan
pow(0.227939, -1.851882) = 15.461272
pow(3.930873, 1.810081) = 11.914430
pow(-0.797000, 1.767494) = -nan
pow(3.172058, 1.178454) = 3.897694
pow(2.212224, 2.429512) = 6.882820
pow(-0.749766, -0.657435) = -nan
pow(1.023952, -1.089847) = 0.974534
pow(4.938602, 2.319313) = 40.614834
pow(1.107838, 2.403833) = 1.279126
pow(0.959169, 2.414830) = 0.904232
pow(-1.807795, 0.315178) = -nan
pow(-2.698985, -2.787507) = -nan
pow(2.126418, 2.081834) = 4.809614
pow(-0.610798, -1.889426) = -nan
pow(-3.051674, 2.539106) = -nan
pow(1.728843, 2.630434) = 4.220853
pow(-4.564649, 1.621051) = -nan
pow(2.193766, -2.703332) = 0.119577
pow(1.738676, -1.343046) = 0.475746
pow(-4.691974, 2.158080) = -nan
pow(3.852688, -1.398434) = 0.151652
pow(3.183868, 0.609108) = 2.024669
pow(-1.707070, -0.646728) = -nan
pow(0.887120, 2.790451) = 0.715892
pow(0.052703, -1.488717) = 79.951774
pow(2.117584, -2.223558) = 0.188571
pow(-0.044428, -0.691946) = -nan
pow(3.328629, 0.018250) = 1.022190
pow(-1.222010, 2.677629) = -nan
pow(4.589974, -2.619462) = 0.018468
pow(-2.846014, -0.153065) = -nan
pow(-3.416691, 1.487048) = -nan
pow(4.288722, 1.645359) = 10.975051
pow(4.736506, -2.511306) = 0.020124
pow(3.070703, -1.761996) = 0.138512
pow(-2.316900, 0.959235) = -nan
pow(-1.151656, 0.959850) = -nan
pow(-3.096108, -1.483756) = -nan
pow(-1.447492, 1.110628) = -nan
pow(-0.056654, -0.631183) = -nan
pow(-3.153145, -0.068434) = -nan
pow(1.315399, -0.580853) = 0.852796
pow(0.064256, 2.669681) = 0.000657
pow(0.016140, 1.766006) = 0.000684
pow(-2.573878, 2.361176) = -nan
pow(-1.514560, 1.726814) = -nan
pow(0.503620, -1.392702) = 2.599453
pow(4.433105, 1.587112) = 10.626689
pow(-3.147182, 1.292845) = -nan
pow(2.063913, 0.905643) = 1.927516
pow(-0.759424, 2.005895) = -nan
pow(4.845102, 1.442366) = 9.737721
pow(-1.165698, -0.372322) = -nan
pow(2.263929, -0.769218) = 0.533376
pow(-2.249450, 2.667020) = -nan
pow(0.191556, 1.814871) = 0.049827
pow(2.807254, -2.162179) = 0.107333
pow(-1.100767, 0.237690) = -nan
pow(1.057996, -1.960890) = 0.895343
pow(-0.965696, 2.559555) = -nan
pow(3.359025, -0.245424) = 0.742770
pow(4.166941, -2.641162) = 0.023065
pow(4.854092, -0.920970) = 0.233408
pow(-3.020027, -1.231701) = -nan
pow(-3.960940, -2.910373) = -nan
pow(-4.330648, 2.502293) = -nan
pow(-4.514178, -1.066485) = -nan
pow(-0.115389, -2.023650) = -nan
pow(3.079167, 1.690009) = 6.690466
pow(-1.272863, -2.472782) = -nan
pow(-1.106124, 1.898531) = -nan
pow(0.801391, 1.174745) = 0.770978
pow(0.734772, -2.491674) = 2.155282
pow(0.308420, 0.272922) = 0.725397
pow(-4.055186, -0.836816) = -nan
pow(1.131547, -0.375532) = 0.954650
pow(4.141757, -2.609037) = 0.024533
pow(2.690303, 1.123591) = 3.040329
pow(3.986060, 0.305689) = 1.526088
pow(3.830205, -1.714467) = 0.100020
pow(1.032137, 0.392767) = 1.012501
pow(1.429173, -0.166095) = 0.942413
pow(0.605489, -0.902886) = 1.573017
pow(2.278588, 1.493551) = 3.421309
pow(0.777902, 2.844280) = 0.489509
pow(1.721275, -0.375034) = 0.815733
pow(2.982444, -2.704943) = 0.052037
pow(1.385747, 0.998466) = 1.385053
pow(-2.985598, -2.899041) = -nan
pow(-2.932810, -1.314870) = -nan
pow(-1.714827, 0.045264) = -nan
pow(2.422021, 0.336042) = 1.346170
pow(-0.474704, 1.417534) = -nan
pow(-1.705647, -0.108580) = -nan
pow(-2.405881, -0.023052) = -nan
pow(-3.544574, 1.375566) = -nan
pow(-1.282598, 1.510868) = -nan
pow(2.805778, 1.742062) = 6.033042
pow(-4.469906, -0.514043) = -nan
pow(2.885216, 1.135231) = 3.329728
pow(1.572429, -0.081350) = 0.963849
pow(1.582784, 0.326677) = 1.161840
pow(0.483856, -1.036778) = 2.122656
pow(-1.277399, -0.903590) = -nan
pow(1.261470, -2.564623) = 0.551174
pow(2.080905, 1.773120) = 3.666904
pow(2.032424, 2.245470) = 4.916282
pow(-2.132700, -2.662661) = -nan
pow(3.053091, -2.426720) = 0.066630
pow(4.894501, 1.284338) = 7.688095
pow(0.230484, -0.428386) = 1.875148
pow(2.409165, 0.488139) = 1.536045
pow(1.221715, -0.462602) = 0.911523
pow(1.974495, -2.168436) = 0.228729
pow(-3.789207, 2.552641) = -nan
pow(-2.481898, -2.217348) = -nan
pow(4.191463, -2.049919) = 0.052991
pow(4.816471, -1.123337) = 0.171027
pow(-0.361588, -2.390766) = -nan
pow(-4.513798, -2.980906) = -nan
pow(-1.260758, 2.065839) = -nan
pow(-3.381943, -2.232322) = -nan
pow(3.798836, -0.993941) = 0.265376
pow(2.504685, -2.902877) = 0.069578
pow(1.455124, -0.156600) = 0.942953
pow(-4.319915, 2.682589) = -nan
pow(-2.974063, 0.009987) = -nan
pow(0.058041, 0.291551) = 0.436080
pow(3.034652, 1.116365) = 3.453102
pow(-4.525870, -0.788436) = -nan
pow(0.583629, -0.729738) = 1.481353
pow(-4.891242, 0.037045) = -nan
pow(4.286530, 2.347481) = 30.468859
pow(1.215855, -0.526076) = 0.902289
pow(1.956991, 0.298228) = 1.221687
pow(3.658432, -0.219658) = 0.752087
pow(-2.574809, 1.133451) = -nan
pow(-2.846637, -2.449419) = -nan
pow(1.666526, -2.186709) = 0.327312
pow(4.862867, 2.132919) = 29.180027
pow(-1.840274, -2.249641) = -nan
pow(-3.165591, 2.895047) = -nan
pow(0.214864, -0.028173) = 1.044275
pow(1.594382, -0.492788) = 0.794630
pow(-1.495421, 0.270802) = -nan
pow(1.324608, -0.889598) = 0.778738
pow(-0.146476, 1.577808) = -nan
pow(0.662649, 0.874035) = 0.697904
pow(-1.227752, -1.395770) = -nan
pow(-1.535496, -2.441464) = -nan
pow(4.947172, -1.059948) = 0.183661
pow(-0.335375, 1.710056) = -nan
pow(2.188328, 0.305676) = 1.270470
pow(-4.615758, -0.950698) = -nan
pow(-1.955174, -0.413463) = -nan
pow(-4.221901, -0.739553) = -nan
pow(1.617712, 0.519632) = 1.283961
pow(3.552956, 2.025458) = 13.037567
pow(2.975526, -1.420374) = 0.212502
pow(-1.001264, -2.107009) = -nan
pow(1.370704, -0.395729) = 0.882688
pow(-3.077874, 1.708634) = -nan
pow(3.397229, 0.968809) = 3.270082
pow(-3.924742, -1.906824) = -nan
pow(2.887810, -1.048490) = 0.328926
pow(-1.766784, 2.445430) = -nan
pow(-0.802909, -2.283678) = -nan
pow(-3.424701, 1.680153) = -nan
pow(1.373341, 2.162337) = 1.985745
pow(0.301097, 0.213875) = 0.773585
pow(2.980878, -0.941114) = 0.357757
pow(0.319437, -0.181564) = 1.230229
pow(-4.930501, -0.333611) = -nan
pow(-4.314791, 2.609092) = -nan
pow(0.601183, 1.401647) = 0.490055
pow(1.696777, -2.862206) = 0.220174
pow(-3.835899, 1.243448) = -nan
pow(-2.499991, 1.944796) = -nan
pow(-1.256440, 2.627962) = -nan
pow(3.195431, -0.007530) = 0.991291
pow(4.256736, -0.305343) = 0.642563
pow(-3.827074, -2.147595) = -nan
pow(4.044044, -0.329737) = 0.630827
pow(-1.971687, -1.826861) = -nan
pow(-0.041509, -2.063718) = -nan
pow(-1.852132, -1.793336) = -nan
pow(-4.375262, 1.265898) = -nan
pow(-3.796331, 0.182261) = -nan
pow(-0.342087, -2.154601) = -nan
pow(-3.164535, -1.825918) = -nan
pow(-4.343489, -1.573019) = -nan
pow(-1.765461, 0.795628) = -nan
pow(2.254750, 2.756897) = 9.407101
pow(2.653213, 1.816735) = 5.886832
pow(-4.254095, -0.418838) = -nan
pow(0.896998, 2.407261) = 0.769762
pow(-3.737274, 2.904963) = -nan
pow(-2.993622, 2.642703) = -nan
pow(2.654632, 2.780579) = 15.100014
pow(-0.358852, -0.671184) = -nan
pow(4.229269, 2.135588) = 21.749279
pow(4.446888, 0.444337) = 1.940686
pow(-4.651204, -0.237169) = -nan
pow(4.038883, 0.039940) = 1.057339
pow(-2.853229, 0.295342) = -nan
pow(-0.988071, -0.984568) = -nan
pow(-2.155511, -1.931068) = -nan
pow(-1.528941, -2.504655) = -nan
pow(0.674466, 2.055955) = 0.444989
pow(-0.344015, -1.029202) = -nan
pow(-0.742709, -1.889861) = -nan
pow(0.762587, 1.514848) = 0.663264
pow(-3.185026, -0.733543) = -nan
pow(-0.550831, -2.207376) = -nan
pow(-1.942750, -0.337956) = -nan
pow(-1.312326, -1.068870) = -nan
pow(-1.361853, -2.282568) = -nan
pow(-0.473786, -2.712773) = -nan
pow(1.208064, -0.865948) = 0.849013
pow(-0.013438, -1.359204) = -nan
pow(2.963039, -1.784835) = 0.143889
pow(-3.208118, 1.997060) = -nan
pow(4.957465, 1.619154) = 13.357734
pow(3.344695, 0.564246) = 1.976359
pow(3.686212, -1.022944) = 0.263281
pow(1.298354, 2.334788) = 1.839708
pow(2.945718, 2.906712) = 23.110194
pow(-1.661427, 2.314862) = -nan
pow(4.937939, -2.760193) = 0.012181
pow(0.485325, 0.585722) = 0.654791
pow(-1.851832, 1.339152) = -nan
pow(-0.695118, 2.687319) = -nan
pow(2.312719, 1.296188) = 2.964639
pow(1.006633, -1.810280) = 0.988103
pow(1.296642, 1.239778) = 1.379977
pow(-3.176754, 2.039246) = -nan
pow(-4.823407, 2.621579) = -nan
pow(-3.433596, -2.274080) = -nan
pow(0.635756, 0.820708) = 0.689539
pow(-3.893268, 0.512902) = -nan
pow(4.129086, 2.991748) = 69.579293
pow(-3.723262, -1.139515) = -nan
pow(-0.180775, 0.761967) = -nan
pow(-3.937910, 0.204078) = -nan
pow(-3.667409, -2.743882) = -nan
pow(2.070574, 2.564508) = 6.465730
pow(2.891112, 0.275022) = 1.339069
pow(3.537023, -2.246583) = 0.058538
pow(3.121105, 0.139252) = 1.171746
pow(-0.629455, 2.133207) = -nan
pow(2.311277, 0.800414) = 1.955384
pow(4.527792, -0.347480) = 0.591688
pow(4.176447, -2.573524) = 0.025254
pow(1.065440, 0.995547) = 1.065139
pow(-0.990591, -0.963804) = -nan
pow(0.966430, 1.378846) = 0.954008
pow(2.273758, 0.005809) = 1.004783
pow(0.211994, -2.106057) = 26.230185
pow(-1.727898, -1.481829) = -nan
pow(-4.117202, -2.783156) = -nan
pow(2.159455, 0.363302) = 1.322720
pow(3.449629, 1.025491) = 3.560251
pow(4.136103, 2.679333) = 44.880051
pow(3.850747, -0.097117) = 0.877270
pow(1.975085, -2.419821) = 0.192635
pow(-3.875720, 0.882693) = -nan
pow(-0.280269, 0.935912) = -nan
pow(2.293742, 0.965849) = 2.229624
pow(1.167619, 1.062246) = 1.178937
pow(0.308883, -2.321065) = 15.283443
pow(-4.877945, 1.727516) = -nan
pow(2.966870, -0.254812) = 0.757971
pow(3.108170, -2.314442) = 0.072465
pow(-3.296809, 1.673846) = -nan
pow(1.201596, -0.775200) = 0.867304
pow(2.577466, -2.962505) = 0.060512
pow(-3.957372, -0.259125) = -nan
pow(1.727622, 2.050505) = 3.068242
pow(-2.906634, -0.631963) = -nan
pow(4.019841, 2.706470) = 43.179053
pow(2.706220, -2.470967) = 0.085437
pow(-0.808596, -1.832907) = -nan
pow(0.403563, -1.641768) = 4.436110
pow(-0.980318, 0.725820) = -nan
pow(-3.143454, -1.542295) = -nan
pow(1.095054, -2.114145) = 0.825330
pow(0.046311, -2.016940) = 491.183657
pow(1.930558, -2.850033) = 0.153389
pow(1.000126, -0.919871) = 0.999884
pow(-2.486983, 0.624000) = -nan
pow(4.101671, -2.624932) = 0.024605
pow(1.747713, -0.143908) = 0.922798
pow(0.905551, -2.101678) = 1.231843
pow(-2.160333, -2.422206) = -nan
pow(-2.566176, -1.563365) = -nan
pow(-4.574526, -1.704528) = -nan
pow(2.748348, -1.323292) = 0.262410
pow(4.072088, 0.339328) = 1.610378
pow(-0.175838, -2.251804) = -nan
pow(-0.145514, -0.267166) = -nan
pow(3.643903, 0.181805) = 1.265015
pow(-3.666809, 0.526296) = -nan
pow(-4.600195, 0.752553) = -nan
pow(-4.720393, -0.257004) = -nan
pow(-0.639198, -1.477575) = -nan
pow(3.582466, 1.050236) = 3.819637
pow(1.084472, 1.055065) = 1.089325
pow(4.859063, -0.772332) = 0.294953
pow(-3.932869, -2.146069) = -nan
pow(-3.015520, 1.449514) = -nan
pow(-1.158786, -0.983330) = -nan
pow(-1.564559, 0.636460) = -nan
pow(-1.332164, 2.858169) = -nan
pow(0.134805, -0.094876) = 1.209401
pow(0.609163, 1.993804) = 0.372221
pow(2.450208, 1.026938) = 2.510079
pow(-4.006865, 1.660829) = -nan
pow(2.488948, 0.261345) = 1.269102
pow(-4.696210, -1.056633) = -nan
pow(4.650439, 2.282391) = 33.379700
pow(4.176823, 0.833131) = 3.290379
pow(-3.556915, -0.826830) = -nan
pow(-0.586194, 0.083404) = -nan
pow(-0.474091, -2.587699) = -nan
pow(-0.631755, -0.414679) = -nan
pow(0.974114, 1.756266) = 0.954983
pow(-4.439406, 2.633321) = -nan
pow(3.224706, -2.066715) = 0.088940
pow(-3.496191, 2.865118) = -nan
pow(-3.862987, -1.621032) = -nan
pow(4.920453, 2.230018) = 34.928804
pow(3.668723, -0.717412) = 0.393559
pow(-2.077976, 1.988911) = -nan
pow(0.956145, 2.661523) = 0.887491
pow(-0.269645, 0.227327) = -nan
pow(3.450800, 2.395468) = 19.434337
pow(2.422248, -1.549825) = 0.253821
pow(2.428610, -0.046675) = 0.959430
pow(-2.700962, -2.360811) = -nan
pow(0.693289, 1.989538) = 0.482495
pow(1.191055, 1.983852) = 1.414613
pow(1.276037, -0.170015) = 0.959404
pow(0.732224, 0.274060) = 0.918130
pow(4.279411, 0.779580) = 3.106091
pow(4.865094, 1.296984) = 7.782989
pow(4.552135, 2.568252) = 49.030012
pow(3.604717, -1.549049) = 0.137208
pow(2.172021, 1.361939) = 2.875997
pow(0.883293, -0.728847) = 1.094665
pow(-1.126748, -1.930992) = -nan
pow(-0.319098, -0.569645) = -nan
pow(3.191664, -0.970168) = 0.324353
pow(-0.968495, -2.198649) = -nan
pow(-1.922181, -1.656440) = -nan
pow(-4.798755, -1.652470) = -nan
pow(-3.439180, 1.054785) = -nan
pow(-1.332011, -1.341385) = -nan
pow(1.137091, 2.898176) = 1.451123
pow(-1.399564, -0.881203) = -nan
pow(-1.340647, -2.745301) = -nan
pow(4.853997, 0.268105) = 1.527379
pow(-0.578142, 0.408526) = -nan
pow(4.982170, 2.913718) = 107.666512
pow(-1.875046, 1.370995) = -nan
pow(-4.766499, -2.813819) = -nan
pow(-4.726506, 1.325640) = -nan
pow(3.927803, -1.312192) = 0.166097
pow(0.000665, 2.902935) = 0.000000
pow(-1.258401, -2.768055) = -nan
pow(-1.919552, -0.256527) = -nan
pow(1.756563, 0.636364) = 1.431183
pow(-3.649767, 2.890898) = -nan
pow(4.719066, 1.561931) = 11.285385
pow(4.626690, 0.190760) = 1.339390
pow(-1.327294, 1.810251) = -nan
pow(3.619984, -2.532570) = 0.038462
pow(3.929032, -2.062289) = 0.059486
pow(2.538671, -1.568487) = 0.231942
pow(4.707814, -1.902769) = 0.052454
pow(0.667157, -0.915131) = 1.448285
pow(2.196905, 2.435171) = 6.797807
pow(-3.719187, -1.370515) = -nan
pow(-4.867709, 0.570439) = -nan
pow(-3.250578, -1.534174) = -nan
pow(1.601230, -0.620812) = 0.746574
pow(-0.016777, -1.281516) = -nan
pow(-3.579439, 2.840593) = -nan
pow(1.778146, 1.981018) = 3.127449
pow(-2.645356, 1.918157) = -nan
pow(1.019256, -2.150538) = 0.959812
pow(0.371622, -0.862981) = 2.349600
pow(-0.007171, 0.637059) = -nan
pow(-0.675221, 2.244865) = -nan
pow(4.143329, -2.784591) = 0.019096
pow(1.454931, -2.533908) = 0.386698
pow(-1.045077, 1.414384) = -nan
pow(1.240801, 0.346911) = 1.077721
pow(1.908802, 2.278364) = 4.361898
pow(-2.192129, -2.046244) = -nan
pow(1.484174, 0.863363) = 1.406221
pow(-2.815967, -1.058547) = -nan
pow(3.481089, -1.344139) = 0.187008
pow(0.803478, 1.673135) = 0.693440
pow(4.099880, -2.696582) = 0.022264
pow(-0.204938, -2.818076) = -nan
pow(3.935145, 2.022161) = 15.962705
pow(-1.290272, -1.159693) = -nan
pow(1.811377, 2.316938) = 3.960867
pow(-0.198092, 0.250090) = -nan
pow(1.368955, 0.148957) = 1.047891
pow(-0.160863, 2.045309) = -nan
pow(-4.722671, 0.604233) = -nan
pow(3.341174, -0.923908) = 0.328069
pow(2.314631, -1.580845) = 0.265345
pow(-4.548062, 2.090773) = -nan
pow(0.258720, -0.464479) = 1.873822
pow(-2.157772, 0.120032) = -nan
pow(1.092828, -1.822173) = 0.850651
pow(1.782596, 1.816256) = 2.857434
pow(-0.175172, -1.023708) = -nan
pow(4.293476, 1.621208) = 10.614873
pow(-3.051750, 2.297136) = -nan
pow(1.601939, -1.020583) = 0.618218
pow(-2.338635, 0.950369) = -nan
pow(3.173541, 1.391228) = 4.986111
pow(-2.485109, -2.742025) = -nan
pow(4.675776, 2.770049) = 71.701439
pow(-0.131026, -0.453293) = -nan
pow(2.032050, 1.069995) = 2.135444
pow(0.424379, 2.618153) = 0.106024
pow(-1.952733, 2.084827) = -nan
pow(2.532677, -0.564679) = 0.591707
pow(0.132040, -2.154514) = 78.424323
pow(1.181642, 2.268996) = 1.460394
pow(-4.354317, -2.233517) = -nan
pow(2.632992, -2.553450) = 0.084412
pow(-1.230746, 1.693530) = -nan
pow(-2.022403, -0.305797) = -nan
pow(-2.810736, 0.813419) = -nan
pow(-0.063155, -0.083304) = -nan
pow(0.093591, 1.792500) = 0.014320
pow(0.125933, 2.523082) = 0.005365
pow(0.697237, 1.390919) = 0.605556
pow(4.198648, 2.392410) = 30.955186
pow(1.997951, 2.749905) = 6.707793
pow(-2.960762, -0.507727) = -nan
pow(-1.789046, 0.530856) = -nan
pow(-0.849318, 1.760749) = -nan
pow(-4.087223, 1.882482) = -nan
pow(-1.027305, 2.760936) = -nan
pow(-3.662561, 2.099208) = -nan
pow(-4.292222, 2.173707) = -nan
pow(-1.910848, -1.452548) = -nan
pow(-3.217034, -2.141048) = -nan
pow(0.203626, 0.479379) = 0.466304
pow(0.542149, -0.544512) = 1.395647
pow(3.704470, 1.180983) = 4.695218
pow(1.968286, 1.071821) = 2.066378
pow(4.656125, -2.216345) = 0.033069
pow(-4.748282, 1.585919) = -nan
pow(1.007345, 0.468695) = 1.003436
pow(-0.419309, 0.570841) = -nan
pow(-1.565751, -0.369694) = -nan
pow(0.378433, 2.096465) = 0.130397
pow(1.827155, 0.157716) = 1.099730
pow(4.337875, 1.950282) = 17.493241
pow(0.467706, -0.214593) = 1.177121
pow(-0.454746, -0.644619) = -nan
pow(0.182238, 0.217452) = 0.690597
pow(2.649394, -2.535576) = 0.084543
pow(2.687053, 1.223218) = 3.350414
pow(0.409500, 1.441174) = 0.276179
pow(4.975453, -1.526961) = 0.086291
pow(3.572883, 1.013874) = 3.636564
pow(-3.152213, 2.198525) = -nan
pow(2.941817, -0.255551) = 0.759005
pow(3.858597, -0.215541) = 0.747481
pow(3.565601, 0.210386) = 1.306655
pow(-0.400870, -1.135784) = -nan
pow(-1.991536, -1.492450) = -nan
pow(1.647409, -1.091410) = 0.579937
pow(-3.539666, -1.646213) = -nan
pow(4.167200, 1.871512) = 14.455921
pow(1.172944, 2.507431) = 1.491791
pow(-4.605681, 1.308530) = -nan
pow(2.099426, 1.133601) = 2.318107
pow(-1.661505, 0.835927) = -nan
pow(-4.317017, 1.708563) = -nan
pow(-2.778075, -1.601416) = -nan
pow(-0.962829, 1.126825) = -nan
pow(0.457718, 0.718585) = 0.570310
pow(0.475005, -2.444939) = 6.172377
pow(4.287557, -0.532447) = 0.460661
pow(-3.669328, 2.853575) = -nan
pow(-1.972022, 2.118004) = -nan
pow(-0.043010, -2.006186) = -nan
pow(3.432171, -0.349717) = 0.649685
pow(-4.271912, -0.519615) = -nan
pow(-2.186668, -2.801235) = -nan
pow(3.161302, -2.786377) = 0.040475
pow(-1.241278, 0.111595) = -nan
pow(0.460172, -1.374175) = 2.905407
pow(4.384880, -1.275579) = 0.151751
pow(-4.684840, -0.454107) = -nan
pow(-0.830650, -1.865539) = -nan
pow(-4.352774, 1.730047) = -nan
pow(2.419533, -1.340432) = 0.305938
pow(-1.507624, 2.159052) = -nan
pow(-1.769637, 2.067708) = -nan
pow(-3.134544, 2.796635) = -nan
pow(1.553518, 2.522104) = 3.037524
pow(-2.012583, -0.538234) = -nan
pow(-0.380198, 1.450093) = -nan
pow(-1.616576, -1.080033) = -nan
pow(-0.501614, -2.279266) = -nan
pow(4.725802, 0.192008) = 1.347424
pow(2.219540, -0.496982) = 0.672843
pow(2.956727, -2.380406) = 0.075732
pow(-4.863637, -1.687403) = -nan
pow(1.644057, -0.371376) = 0.831407
pow(-3.638808, 2.938822) = -nan
pow(-3.698369, 1.112986) = -nan
pow(-3.224768, -0.707858) = -nan
pow(4.534926, -2.432838) = 0.025274
pow(1.176960, -1.021797) = 0.846635
pow(-3.868938, -2.631872) = -nan
pow(-0.744959, 1.087337) = -nan
pow(-4.384661, 2.435420) = -nan
pow(-2.028099, 2.981039) = -nan
pow(-0.696423, 1.345685) = -nan
pow(1.860616, 0.732470) = 1.575853
pow(-3.879019, -1.150661) = -nan
pow(-1.660612, 0.326754) = -nan
pow(1.816409, -1.007277) = 0.548151
pow(1.486088, -2.639840) = 0.351423
pow(-2.144101, -0.677592) = -nan
pow(-4.844261, -0.852315) = -nan
pow(0.141916, -1.286098) = 12.318836
pow(0.197784, -0.940202) = 4.589040
pow(-1.194685, 1.010461) = -nan
pow(-3.522012, 0.609657) = -nan
pow(2.714249, 2.718823) = 15.101379
pow(-0.034970, 0.345837) = -nan
pow(-2.697795, -1.922228) = -nan
pow(-2.270771, -1.808753) = -nan
pow(-1.878151, -0.506171) = -nan
pow(-4.586744, -2.853368) = -nan
pow(1.801445, 0.487623) = 1.332437
pow(1.397796, 1.681407) = 1.756105
pow(-4.066090, 1.948092) = -nan
pow(3.926322, -2.678470) = 0.025646
pow(-3.073617, 1.585779) = -nan
pow(-4.653490, -1.978194) = -nan
pow(4.513317, -1.895495) = 0.057465
pow(0.465090, 0.348922) = 0.765590
pow(-3.944606, -0.445787) = -nan
pow(4.822851, -1.215111) = 0.147812
pow(2.928465, 2.518847) = 14.975963
pow(4.650988, 2.115956) = 25.852114
pow(1.110340, -1.101835) = 0.891076
pow(1.382077, -0.679108) = 0.802719
pow(-0.494126, -2.190539) = -nan
pow(1.702238, 2.388728) = 3.563235
pow(-0.938788, -0.212910) = -nan
pow(-4.494347, 2.470284) = -nan
pow(-0.819089, 0.298939) = -nan
pow(0.133942, -2.682619) = 219.861901
pow(-4.366889, -0.474834) = -nan
pow(-2.582597, -2.436273) = -nan
pow(-4.135566, 1.390603) = -nan
pow(1.570957, 2.007009) = 2.475732
pow(-2.057764, -1.771833) = -nan
pow(0.458481, -1.566153) = 3.391735
pow(0.301437, -0.445719) = 1.706602
pow(-2.893810, -2.928060) = -nan
pow(-1.400417, 0.036871) = -nan
pow(4.239350, 0.596311) = 2.366277
pow(0.766484, -0.606095) = 1.174903
pow(0.099991, -0.652211) = 4.489911
pow(-0.782263, -2.163985) = -nan
pow(1.928868, 1.699668) = 3.054356
pow(-0.444947, 2.474317) = -nan
pow(2.321538, -0.101509) = 0.918059
pow(-4.004992, 0.437644) = -nan
pow(-0.460057, 2.907292) = -nan
pow(2.416472, 2.435077) = 8.571902
pow(-4.979211, 0.620212) = -nan
pow(-3.463826, -0.615619) = -nan
pow(-0.646843, 1.719081) = -nan
pow(3.909293, 2.819315) = 46.699424
pow(1.128624, 2.008083) = 1.275039
pow(-1.051146, -0.072437) = -nan
pow(-1.913354, 1.946645) = -nan
pow(1.082609, 0.107006) = 1.008530
pow(-4.687690, 0.772710) = -nan
pow(-2.548482, 2.016949) = -nan
pow(-4.707862, -0.148560) = -nan
pow(-1.631492, 2.256195) = -nan
pow(-4.599815, -1.901811) = -nan
pow(-1.871638, -0.527233) = -nan
pow(2.238835, 2.163121) = 5.716633
pow(-2.737570, 1.719524) = -nan
pow(1.169028, -2.411184) = 0.686218
pow(-3.695395, -1.425732) = -nan
pow(-2.085971, 1.457082) = -nan
pow(4.363449, 1.605741) = 10.651260
pow(1.403324, 2.166352) = 2.083511
pow(-4.313985, -0.064269) = -nan
pow(3.936922, -0.720353) = 0.372629
pow(-0.824878, 0.398595) = -nan
pow(-3.677220, -2.544080) = -nan
pow(-1.828575, 2.049725) = -nan
pow(0.196731, 0.959470) = 0.210132
pow(4.611246, -2.124856) = 0.038858
pow(2.292379, 1.444983) = 3.315948
pow(-4.758922, 0.160882) = -nan
pow(-4.518565, -2.746059) = -nan
pow(-1.380695, 0.006431) = -nan
pow(-2.325086, -2.914222) = -nan
pow(1.369625, -0.729294) = 0.795018
